antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Nacionality_1.0', 'Previous qualification_1'})",frozenset({'International_0'}),0.7985074626865671,0.9737602311025517,0.7985074626865671,1.0,1.026946847960445,0.02095265128378332,inf,0.13022700119474323
"frozenset({'Course_9238', 'Debtor_0'})",frozenset({'Daytime/evening attendance_1'}),0.0700529610014444,0.8895040924410207,0.0700529610014444,1.0,1.1242219215155616,0.0077405655030483855,inf,0.11881957028216417
"frozenset({'Nacionality_1.0', 'Course_9670'})",frozenset({'International_0'}),0.05994222436206066,0.9737602311025517,0.05994222436206066,1.0,1.026946847960445,0.0015728701144594667,inf,0.027912932138284306
"frozenset({'Course_9670', 'International_0'})",frozenset({'Daytime/evening attendance_1'}),0.061145883485796824,0.8895040924410207,0.061145883485796824,1.0,1.1242219215155616,0.006756369889258727,inf,0.11769230769230773
"frozenset({'Course_9254', 'Previous qualification_1'})",frozenset({'Daytime/evening attendance_1'}),0.05175734232065479,0.8895040924410207,0.05175734232065479,1.0,1.1242219215155616,0.005718974512561523,inf,0.1165270373191166
"frozenset({""Father's occupation_7"", 'Displaced_1'})",frozenset({'Educational special needs_0'}),0.09195955705344247,0.9886856042368801,0.09195955705344247,1.0,1.0114438763087412,0.0010404668227038533,inf,0.012460233297985183
"frozenset({'Nacionality_1.0', 'Application mode_1'})",frozenset({'International_0'}),0.37144920558497835,0.9737602311025517,0.37144920558497835,1.0,1.026946847960445,0.009746741311690565,inf,0.04174645729605512
"frozenset({'Course_9670', 'Tuition fees up to date_1'})",frozenset({'Daytime/evening attendance_1'}),0.054164660568127104,0.8895040924410207,0.054164660568127104,1.0,1.1242219215155616,0.005984973327099262,inf,0.11682361924153725
"frozenset({'Course_9670', 'Debtor_0'})",frozenset({'Daytime/evening attendance_1'}),0.054164660568127104,0.8895040924410207,0.054164660568127104,1.0,1.1242219215155616,0.005984973327099262,inf,0.11682361924153725
"frozenset({'Course_9670', 'Educational special needs_0'})",frozenset({'Daytime/evening attendance_1'}),0.061386615310544054,0.8895040924410207,0.061386615310544054,1.0,1.1242219215155616,0.006782969770712501,inf,0.1177224929469095
"frozenset({'Nacionality_1.0', 'Course_9254'})",frozenset({'Daytime/evening attendance_1'}),0.054164660568127104,0.8895040924410207,0.054164660568127104,1.0,1.1242219215155616,0.005984973327099262,inf,0.11682361924153725
