antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Course_9500', 'International_0'})",frozenset({'Daytime/evening attendance_1'}),0.17164179104477612,0.8895040924410207,0.17164179104477612,1.0,1.1242219215155616,0.018965715476541217,inf,0.1333914559721011
"frozenset({'Nacionality_1.0', 'Gender_0.0'})",frozenset({'International_0'}),0.6155512758786712,0.9737602311025517,0.6155512758786712,1.0,1.026946847960445,0.016151923223585718,inf,0.06825297432686278
frozenset({'Daytime/evening attendance_0'}),frozenset({'Educational special needs_0'}),0.1104959075589793,0.9886856042368801,0.1104959075589793,1.0,1.0114438763087412,0.0012501944283273975,inf,0.01271989174560212
"frozenset({'Nacionality_1.0', 'Tuition fees up to date_0'})",frozenset({'International_0'}),0.11169956668271545,0.9737602311025517,0.11169956668271545,1.0,1.026946847960445,0.0029309708156995684,inf,0.029539295392953982
"frozenset({'Nacionality_1.0', 'Debtor_1'})",frozenset({'International_0'}),0.10303322099181512,0.9737602311025517,0.10303322099181512,1.0,1.026946847960445,0.0027035679075849417,inf,0.029253891572732147
"frozenset({'Nacionality_1.0', 'Application order_1'})",frozenset({'International_0'}),0.6538276360134809,0.9737602311025517,0.6538276360134809,1.0,1.026946847960445,0.017156286067758653,inf,0.07579972183588318
frozenset({'Course_9500'}),frozenset({'Daytime/evening attendance_1'}),0.17356764564275398,0.8895040924410207,0.17356764564275398,1.0,1.1242219215155616,0.01917851452817143,inf,0.1337023011942908
"frozenset({'Nacionality_1.0', 'Debtor_0'})",frozenset({'International_0'}),0.8531535869041887,0.9737602311025517,0.8531535869041887,1.0,1.026946847960445,0.022386552954394956,inf,0.1786885245901641
"frozenset({'Daytime/evening attendance_0', 'International_0'})",frozenset({'Educational special needs_0'}),0.10929224843524314,0.9886856042368801,0.10929224843524314,1.0,1.0114438763087412,0.0012365757526375531,inf,0.012702702702702623
"frozenset({'Nacionality_1.0', 'Educational special needs_0'})",frozenset({'International_0'}),0.9453538757823784,0.9737602311025517,0.9453538757823784,1.0,1.026946847960445,0.024805867226836642,inf,0.480176211453745
"frozenset({'Age group_18-22', 'Course_9500'})",frozenset({'Daytime/evening attendance_1'}),0.1410688493018777,0.8895040924410207,0.1410688493018777,1.0,1.1242219215155616,0.015587530531911864,inf,0.12864349775784756
"frozenset({'Nacionality_1.0', 'Application mode_17'})",frozenset({'International_0'}),0.1906596051998074,0.9737602311025517,0.1906596051998074,1.0,1.026946847960445,0.005002863978521677,inf,0.03242117787031534
"frozenset({'Target_Graduate', 'Course_9500'})",frozenset({'Daytime/evening attendance_1'}),0.1234954260953298,0.8895040924410207,0.1234954260953298,1.0,1.1242219215155616,0.01364573918578632,inf,0.12606426805822576
"frozenset({'Nacionality_1.0', 'Displaced_1'})",frozenset({'International_0'}),0.5247953779489648,0.9737602311025517,0.5247953779489648,1.0,1.026946847960445,0.013770509435829914,inf,0.05521783181357678
"frozenset({'Nacionality_1.0', 'Displaced_0'})",frozenset({'International_0'}),0.431391429947039,0.9737602311025517,0.431391429947039,1.0,1.026946847960445,0.011319611426150067,inf,0.04614733276884009
"frozenset({'Scholarship holder_0', 'Course_9500'})",frozenset({'Daytime/evening attendance_1'}),0.11025517573423206,0.8895040924410207,0.11025517573423206,1.0,1.1242219215155616,0.012182745705828724,inf,0.1241883116883117
"frozenset({'Nacionality_1.0', ""Father's occupation_9""})",frozenset({'International_0'}),0.21882522869523352,0.9737602311025517,0.21882522869523352,1.0,1.026946847960445,0.005741923429894186,inf,0.03359013867488443
"frozenset({'Course_9500', 'Gender_0.0'})",frozenset({'Daytime/evening attendance_1'}),0.1389022628791526,0.8895040924410207,0.1389022628791526,1.0,1.1242219215155616,0.015348131598827891,inf,0.1283198210791166
"frozenset({'Course_9500', 'Tuition fees up to date_1'})",frozenset({'Daytime/evening attendance_1'}),0.16658642272508425,0.8895040924410207,0.16658642272508425,1.0,1.1242219215155616,0.018407117966011965,inf,0.13258232235701914
"frozenset({'Course_9500', 'Debtor_0'})",frozenset({'Daytime/evening attendance_1'}),0.16706788637457873,0.8895040924410207,0.16706788637457873,1.0,1.1242219215155616,0.018460317728919512,inf,0.13265895953757229
"frozenset({""Father's occupation_7"", 'Nacionality_1.0'})",frozenset({'International_0'}),0.14516129032258066,0.9737602311025517,0.14516129032258066,1.0,1.026946847960445,0.003808998710919914,inf,0.03069557871022253
"frozenset({'Nacionality_1.0', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.8444872412132884,0.9737602311025517,0.8444872412132884,1.0,1.026946847960445,0.02215915004628033,inf,0.1687306501547989
"frozenset({'Nacionality_1.0', 'Gender_1.0'})",frozenset({'International_0'}),0.33124699085219067,0.9737602311025517,0.33124699085219067,1.0,1.026946847960445,0.00869184448793664,inf,0.03923686105111593
"frozenset({""Mother's occupation_9"", 'Nacionality_1.0'})",frozenset({'International_0'}),0.33943187289359655,0.9737602311025517,0.33943187289359655,1.0,1.026946847960445,0.00890661390115599,inf,0.039723032069970805
"frozenset({'Nacionality_1.0', 'Scholarship holder_0'})",frozenset({'International_0'}),0.7154549831487723,0.9737602311025517,0.7154549831487723,1.0,1.026946847960445,0.01877337341435159,inf,0.0922165820642982
"frozenset({'Nacionality_1.0', 'Daytime/evening attendance_0'})",frozenset({'International_0'}),0.10688493018777083,0.9737602311025517,0.10688493018777083,1.0,1.026946847960445,0.0028046358667469934,inf,0.02938005390835577
"frozenset({'Nacionality_1.0', 'Daytime/evening attendance_0'})",frozenset({'Educational special needs_0'}),0.10688493018777083,0.9886856042368801,0.10688493018777083,1.0,1.0114438763087412,0.0012093384012578784,inf,0.012668463611859831
"frozenset({'Marital status_1', 'Course_9500'})",frozenset({'Daytime/evening attendance_1'}),0.16129032258064516,0.8895040924410207,0.16129032258064516,1.0,1.1242219215155616,0.017821920574028927,inf,0.13174512055109078
"frozenset({'Age group_18-22', 'Application order_2'})",frozenset({'Marital status_1'}),0.1051998074145402,0.8854116514203177,0.1051998074145402,1.0,1.1294181620445896,0.01205467220253277,inf,0.12806026365348397
"frozenset({'Target_Graduate', 'Course_9500'})",frozenset({'Tuition fees up to date_1'}),0.1234954260953298,0.8805970149253731,0.1234954260953298,1.0,1.1355932203389831,0.014745722518845344,inf,0.1362263114528975
"frozenset({'Nacionality_1.0', 'Application mode_39'})",frozenset({'International_0'}),0.17236398651901783,0.9737602311025517,0.17236398651901783,1.0,1.026946847960445,0.004522791172501928,inf,0.03170447934845852
frozenset({'Nacionality_1.0'}),frozenset({'International_0'}),0.9561868078960039,0.9737602311025517,0.9561868078960039,1.0,1.026946847960445,0.025090120861979925,inf,0.5989010989011
"frozenset({'Nacionality_1.0', 'Course_9500'})",frozenset({'International_0'}),0.16851227732306212,0.9737602311025517,0.16851227732306212,1.0,1.026946847960445,0.004421723213339862,inf,0.031557614360162155
"frozenset({'Application order_1', 'Daytime/evening attendance_0'})",frozenset({'Educational special needs_0'}),0.10207029369282619,0.9886856042368801,0.10207029369282619,1.0,1.0114438763087412,0.001154863698498515,inf,0.012600536193029492
"frozenset({'Nacionality_1.0', 'Unemployment rate bins_5-10%'})",frozenset({'International_0'}),0.31584015406836785,0.9737602311025517,0.31584015406836785,1.0,1.026946847960445,0.008287572651288433,inf,0.03835327234342019
"frozenset({'Nacionality_1.0', 'Unemployment rate bins_15%+'})",frozenset({'International_0'}),0.16754935002407317,0.9737602311025517,0.16754935002407317,1.0,1.026946847960445,0.004396456223549339,inf,0.03152111046847885
"frozenset({'Nacionality_1.0', 'Unemployment rate bins_10-15%'})",frozenset({'International_0'}),0.47279730380356283,0.9737602311025517,0.47279730380356283,1.0,1.026946847960445,0.012406091987142154,inf,0.049771689497717056
"frozenset({'Age group_28-35', 'Nacionality_1.0'})",frozenset({'International_0'}),0.18728935965334617,0.9737602311025517,0.18728935965334617,1.0,1.026946847960445,0.004914429514254887,inf,0.03228672985782001
"frozenset({'Nacionality_1.0', 'Age group_23-27'})",frozenset({'International_0'}),0.11218103033220991,0.9737602311025517,0.11218103033220991,1.0,1.026946847960445,0.00294360431059483,inf,0.029555314533622666
"frozenset({'Nacionality_1.0', 'Age group_18-22'})",frozenset({'International_0'}),0.6567164179104478,0.9737602311025517,0.6567164179104478,1.0,1.026946847960445,0.017232087037130195,inf,0.07643758765778404
"frozenset({'Target_Graduate', 'Nacionality_1.0'})",frozenset({'International_0'}),0.4790563312469909,0.9737602311025517,0.4790563312469909,1.0,1.026946847960445,0.012570327420780458,inf,0.05036968576709799
"frozenset({'Nacionality_1.0', 'Target_Enrolled'})",frozenset({'International_0'}),0.16947520462205104,0.9737602311025517,0.16947520462205104,1.0,1.026946847960445,0.004446990203130385,inf,0.03159420289855082
"frozenset({'Nacionality_1.0', 'Target_Dropout'})",frozenset({'International_0'}),0.30765527202696197,0.9737602311025517,0.30765527202696197,1.0,1.026946847960445,0.008072803238069082,inf,0.03789986091794171
"frozenset({'Scholarship holder_1', 'Nacionality_1.0'})",frozenset({'International_0'}),0.2407318247472316,0.9737602311025517,0.2407318247472316,1.0,1.026946847960445,0.00631674744762839,inf,0.034559289790742034
"frozenset({'Nacionality_1.0', ""Father's occupation_5""})",frozenset({'International_0'}),0.11266249398170439,0.9737602311025517,0.11266249398170439,1.0,1.026946847960445,0.002956237805490078,inf,0.029571351058057527
"frozenset({'Nacionality_1.0', 'Daytime/evening attendance_1'})",frozenset({'International_0'}),0.8493018777082331,0.9737602311025517,0.8493018777082331,1.0,1.026946847960445,0.022285484995232863,inf,0.1741214057507986
"frozenset({'Nacionality_1.0', 'Application order_2'})",frozenset({'International_0'}),0.11603273952816562,0.9737602311025517,0.11603273952816562,1.0,1.026946847960445,0.0030446722697568818,inf,0.029684095860566532
"frozenset({'Course_9500', 'Educational special needs_0'})",frozenset({'Daytime/evening attendance_1'}),0.17236398651901783,0.8895040924410207,0.17236398651901783,1.0,1.1242219215155616,0.01904551512090255,inf,0.1335078534031414
"frozenset({'Nacionality_1.0', 'Application mode_1'})",frozenset({'International_0'}),0.37144920558497835,0.9737602311025517,0.37144920558497835,1.0,1.026946847960445,0.009746741311690565,inf,0.04174645729605512
"frozenset({""Mother's qualification_19"", 'Nacionality_1.0'})",frozenset({'International_0'}),0.2111218103033221,0.9737602311025517,0.2111218103033221,1.0,1.026946847960445,0.005539787511570082,inf,0.03326212999694845
"frozenset({'Nacionality_1.0', ""Mother's qualification_38""})",frozenset({'International_0'}),0.12205103514684641,0.9737602311025517,0.12205103514684641,1.0,1.026946847960445,0.00320259095594759,inf,0.029887578831916714
"frozenset({'Nacionality_1.0', ""Father's qualification_1""})",frozenset({'International_0'}),0.18921521425132404,0.9737602311025517,0.18921521425132404,1.0,1.026946847960445,0.0049649634938359055,inf,0.03236342042755349
"frozenset({'Nacionality_1.0', ""Father's qualification_19""})",frozenset({'International_0'}),0.21160327395281656,0.9737602311025517,0.21160327395281656,1.0,1.026946847960445,0.00555242100646533,inf,0.03328244274809157
"frozenset({'Nacionality_1.0', ""Father's qualification_37""})",frozenset({'International_0'}),0.26360134809821856,0.9737602311025517,0.26360134809821856,1.0,1.026946847960445,0.006916838455153063,inf,0.035632559660019616
"frozenset({'Course_9500', 'Previous qualification_1'})",frozenset({'Daytime/evening attendance_1'}),0.15840154068367837,0.8895040924410207,0.15840154068367837,1.0,1.1242219215155616,0.01750272199658362,inf,0.13129290617848968
"frozenset({'Nacionality_1.0', 'Previous qualification_1'})",frozenset({'International_0'}),0.7985074626865671,0.9737602311025517,0.7985074626865671,1.0,1.026946847960445,0.02095265128378332,inf,0.13022700119474323
"frozenset({'Nacionality_1.0', ""Mother's qualification_1""})",frozenset({'International_0'}),0.2262879152623977,0.9737602311025517,0.2262879152623977,1.0,1.026946847960445,0.005937742600770679,inf,0.033914125700062296
"frozenset({'Nacionality_1.0', ""Father's qualification_38""})",frozenset({'International_0'}),0.15430909966297546,0.9737602311025517,0.15430909966297546,1.0,1.026946847960445,0.004049035113929789,inf,0.031027611727867953
"frozenset({'Nacionality_1.0', 'Course_9500'})",frozenset({'Daytime/evening attendance_1'}),0.16851227732306212,0.8895040924410207,0.16851227732306212,1.0,1.1242219215155616,0.01861991701764215,inf,0.13288940359004048
"frozenset({'Nacionality_1.0', ""Mother's occupation_4""})",frozenset({'International_0'}),0.1759749638902263,0.9737602311025517,0.1759749638902263,1.0,1.026946847960445,0.004617542384216355,inf,0.0318434122115105
