antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'Nacionality_1.0'}),frozenset({'International_0'}),0.9561868078960039,0.9737602311025517,0.9561868078960039,1.0,1.026946847960445,0.025090120861979925,inf,0.5989010989011
frozenset({'Daytime/evening attendance_0'}),frozenset({'Educational special needs_0'}),0.1104959075589793,0.9886856042368801,0.1104959075589793,1.0,1.0114438763087412,0.0012501944283273975,inf,0.01271989174560212
frozenset({'Course_9500'}),frozenset({'Daytime/evening attendance_1'}),0.17356764564275398,0.8895040924410207,0.17356764564275398,1.0,1.1242219215155616,0.01917851452817143,inf,0.1337023011942908
frozenset({'Age group_28-35'}),frozenset({'Educational special needs_0'}),0.1957149735194993,0.9886856042368801,0.19523350987000482,0.9975399753997539,1.0089556994912534,0.0017329330176736601,4.599301877708085,0.011036145841137391
frozenset({'Application mode_17'}),frozenset({'Previous qualification_1'}),0.19691863264323545,0.8379874819451132,0.19619643716899374,0.9963325183374082,1.1889587133506445,0.03118108805221409,44.17541325629793,0.19789763281399406
frozenset({'Application mode_1'}),frozenset({'Previous qualification_1'}),0.38468945594607606,0.8379874819451132,0.3832450649975927,0.9962453066332917,1.1888546405500413,0.060880116478504887,43.14933397528577,0.25816926966601406
frozenset({'Unemployment rate bins_5-10%'}),frozenset({'Educational special needs_0'}),0.33172845450168514,0.9886856042368801,0.3300433317284545,0.9949201741654572,1.0063059175756779,0.0020681842468895373,2.227319623082746,0.009377029745426502
frozenset({'Tuition fees up to date_0'}),frozenset({'Educational special needs_0'}),0.11940298507462686,0.9886856042368801,0.11868078960038517,0.9939516129032258,1.005326272218164,0.0006287771541905324,1.8706467661691375,0.006016433458245972
"frozenset({""Father's occupation_7""})",frozenset({'Educational special needs_0'}),0.1516610495907559,0.9886856042368801,0.15069812229176696,0.9936507936507936,1.0050220104274157,0.0007530258379310206,1.782017332691356,0.00589023510170321
frozenset({'Application mode_39'}),frozenset({'Educational special needs_0'}),0.1791044776119403,0.9886856042368801,0.17790081848820413,0.9932795698924731,1.0046465384303223,0.0008227998189121732,1.6835820895522393,0.0056341493418624235
frozenset({'Course_9500'}),frozenset({'Educational special needs_0'}),0.17356764564275398,0.9886856042368801,0.17236398651901783,0.9930651872399445,1.0044297024092352,0.0007601539107389144,1.631535869041887,0.005336391611486954
frozenset({'Application mode_17'}),frozenset({'Marital status_1'}),0.19691863264323545,0.8854116514203177,0.19547424169475205,0.9926650366748166,1.1211339212471965,0.02112018997067408,15.62221152303006,0.1345391666961998
frozenset({'Age group_18-22'}),frozenset({'Marital status_1'}),0.6865671641791045,0.8854116514203177,0.6815117958594126,0.9926367461430574,1.1211019694068136,0.07361722921262726,15.562189054726181,0.3446367596844459
"frozenset({""Mother's qualification_37""})",frozenset({'Educational special needs_0'}),0.22821376986037553,0.9886856042368801,0.22652864708714493,0.9926160337552743,1.003975408867643,0.0008969781375632591,1.5322924547768135,0.005130523732401498
"frozenset({""Mother's occupation_9""})",frozenset({'Educational special needs_0'}),0.35844968704862784,0.9886856042368801,0.35580163697640826,0.992612491605104,1.0039718261815442,0.0014075915482150703,1.5315577537532088,0.006166489373855841
"frozenset({""Father's qualification_38""})",frozenset({'International_0'}),0.15816080885893116,0.9737602311025517,0.156957149735195,0.9923896499238966,1.0191314229379151,0.002946443949355698,3.447905633124729,0.02229913106940055
frozenset({'Gender_1.0'}),frozenset({'Educational special needs_0'}),0.34496870486278286,0.9886856042368801,0.34183919114106887,0.9909281228192603,1.002268181687657,0.0007735987309944181,1.247194548350068,0.0034548710861272204
frozenset({'Application order_1'}),frozenset({'Educational special needs_0'}),0.6834376504573905,0.9886856042368801,0.6769378911892152,0.9904896090172596,1.0018246495879466,0.001232924788516443,1.1896877619073059,0.005753452071242692
frozenset({'Scholarship holder_0'}),frozenset({'Educational special needs_0'}),0.7513240250361097,0.9886856042368801,0.7441020702936928,0.9903876962512016,1.0017215705447995,0.0012788226231817967,1.177074305889912,0.006911048940448881
"frozenset({""Mother's qualification_19""})",frozenset({'Educational special needs_0'}),0.21834376504573905,0.9886856042368801,0.21617717862301397,0.9900771775082691,1.0014074982637813,0.00030384134741207047,1.140239661905531,0.0017981306026532708
frozenset({'Displaced_0'}),frozenset({'Educational special needs_0'}),0.4525758305247954,0.9886856042368801,0.44800192585459797,0.9898936170212765,1.0012218371332804,0.0005467173891827715,1.1195296860350132,0.002229251350570776
frozenset({'Target_Dropout'}),frozenset({'Educational special needs_0'}),0.32137698603755416,0.9886856042368801,0.3180067404910929,0.9895131086142321,1.0008369742350913,0.00026594086272629935,1.0789084531260669,0.0012323105433310645
frozenset({'Target_Graduate'}),frozenset({'Educational special needs_0'}),0.49903707270101105,0.9886856042368801,0.49374097255657196,0.989387361312108,1.0007097878963955,0.0003502027965689436,1.0661246553157928,0.0014158422035311158
frozenset({'Daytime/evening attendance_0'}),frozenset({'International_0'}),0.1104959075589793,0.9737602311025517,0.10929224843524314,0.9891067538126361,1.0157600631242745,0.0016957279547252652,2.4088107847857443,0.01744290713131809
"frozenset({""Father's qualification_19""})",frozenset({'Educational special needs_0'}),0.22002888781896968,0.9886856042368801,0.21762156957149736,0.9890590809628009,1.0003777507473763,8.217566863061299e-05,1.034135772749162,0.00048413088604827874
frozenset({'Course_9500'}),frozenset({'International_0'}),0.17356764564275398,0.9737602311025517,0.17164179104477612,0.9889042995839111,1.0155521533922292,0.0026285203117621947,2.3648591718825034,0.018530237620259387
frozenset({'Debtor_0'}),frozenset({'Educational special needs_0'}),0.8883004333172846,0.9886856042368801,0.8784304285026481,0.9888888888888888,1.0002056110164217,0.00018057784446612324,1.0182956186807823,0.0018403719488567932
frozenset({'Nacionality_1.0'}),frozenset({'Educational special needs_0'}),0.9561868078960039,0.9886856042368801,0.9453538757823784,0.9886706948640483,0.9999849200061497,-1.4256145615787474e-05,0.9986839993580489,-0.0003440751930187332
"frozenset({""Mother's qualification_38""})",frozenset({'Educational special needs_0'}),0.1271064034665383,0.9886856042368801,0.1256620125180549,0.9886363636363636,0.9999501958961419,-6.258795636177039e-06,0.9956668271545501,-5.705591479645318e-05
frozenset({'International_0'}),frozenset({'Educational special needs_0'}),0.9737602311025517,0.9886856042368801,0.9626865671641791,0.988627935723115,0.9999416715348964,-5.615530529123891e-05,0.9949289317786996,-0.002218101909075942
"frozenset({""Father's qualification_37""})",frozenset({'Educational special needs_0'}),0.274434280211844,0.9886856042368801,0.27130476649013,0.9885964912280703,0.9999098671929398,-2.4455664430267365e-05,0.9921854746120574,-0.00012421994583774738
frozenset({'Application order_2'}),frozenset({'Educational special needs_0'}),0.12301396244583535,0.9886856042368801,0.12156957149735195,0.9882583170254403,0.9995678229665642,-5.256229298164494e-05,0.9636093724923763,-0.0004927682055305534
frozenset({'Tuition fees up to date_1'}),frozenset({'Educational special needs_0'}),0.8805970149253731,0.9886856042368801,0.8700048146364949,0.9879715691634773,0.999277793597537,-0.0006287771541905185,0.940637720488464,-0.006016433458245838
"frozenset({""Father's qualification_38""})",frozenset({'Educational special needs_0'}),0.15816080885893116,0.9886856042368801,0.1562349542609533,0.9878234398782343,0.999127969139076,-0.00013636061233276986,0.9291947520462115,-0.001035694258477408
frozenset({'Application mode_17'}),frozenset({'International_0'}),0.19691863264323545,0.9737602311025517,0.1945113143957631,0.9877750611246943,1.0143924855159407,0.002759781164687669,2.1464130958112495,0.01766730180212253
frozenset({'Age group_23-27'}),frozenset({'Educational special needs_0'}),0.11771786230139625,0.9886856042368801,0.11627347135291285,0.9877300613496932,0.9990335219982044,-0.00011248446601694329,0.922123254694267,-0.0010952883977302106
frozenset({'Displaced_1'}),frozenset({'Educational special needs_0'}),0.5474241694752047,0.9886856042368801,0.5406836783822822,0.9876868953386103,0.99898986200063,-0.0005467173891828825,0.9188905701905168,-0.002229251350571229
frozenset({'Previous qualification_1'}),frozenset({'Educational special needs_0'}),0.8379874819451132,0.9886856042368801,0.8276360134809821,0.987647227808101,0.998949740519808,-0.00087014644886374,0.915939805846974,-0.0064475570779496194
frozenset({'Marital status_1'}),frozenset({'Educational special needs_0'}),0.8854116514203177,0.9886856042368801,0.8743379874819451,0.9874932028276238,0.9987939528965057,-0.0010557661009256147,0.9046597307990236,-0.010427864113791676
frozenset({'Gender_0.0'}),frozenset({'Educational special needs_0'}),0.6456427539720752,0.9886856042368801,0.6374578719306693,0.9873228933631618,0.9986216944315983,-0.0008798244013752399,0.8925061599025734,-0.003879849876234565
frozenset({'Unemployment rate bins_10-15%'}),frozenset({'Educational special needs_0'}),0.49325950890707754,0.9886856042368801,0.4870004814636495,0.9873108833577354,0.9986095469851554,-0.0006780941457312228,0.8916614199474049,-0.002740206589235654
frozenset({'Daytime/evening attendance_1'}),frozenset({'Educational special needs_0'}),0.8895040924410207,0.9886856042368801,0.8781896966779008,0.9872801082543978,0.9985784196953418,-0.0012501944283274113,0.8895040924410196,-0.012719891745602261
frozenset({'Debtor_1'}),frozenset({'Educational special needs_0'}),0.11169956668271545,0.9886856042368801,0.11025517573423206,0.9870689655172413,0.9983648606668177,-0.000180577844466151,0.8749799390146002,-0.0018403719488570755
"frozenset({""Father's qualification_1""})",frozenset({'Educational special needs_0'}),0.2019740009629273,0.9886856042368801,0.19932595089070776,0.9868891537544696,0.998182991160474,-0.0003628362914642469,0.8629798222961441,-0.002275832663596698
frozenset({'Application mode_39'}),frozenset({'International_0'}),0.1791044776119403,0.9737602311025517,0.17669715936446798,0.9865591397849462,1.0131437989287186,0.0022923418535631956,1.9522388059701536,0.015803814713896493
frozenset({'Application mode_17'}),frozenset({'Educational special needs_0'}),0.19691863264323545,0.9886856042368801,0.1942705825710159,0.9865525672371638,0.9978425527886969,-0.00042003472936155695,0.8413796122029124,-0.002685041120248903
frozenset({'Target_Graduate'}),frozenset({'Tuition fees up to date_1'}),0.49903707270101105,0.8805970149253731,0.4922965816080886,0.9864930053063193,1.1202547687376847,0.05284602505048186,8.840085287846478,0.21427915157396837
"frozenset({""Father's occupation_9""})",frozenset({'Educational special needs_0'}),0.23038035628310063,0.9886856042368801,0.2272508425613866,0.9864158829676071,0.9977043043212661,-0.0005228991946784611,0.8329135957927458,-0.0029808479774139523
frozenset({'Age group_18-22'}),frozenset({'Educational special needs_0'}),0.6865671641791045,0.9886856042368801,0.6771786230139625,0.9863253856942498,0.9976127714083062,-0.0016204485516566614,0.8274014542671326,-0.0075767757543172285
frozenset({'Age group_18-22'}),frozenset({'Daytime/evening attendance_1'}),0.6865671641791045,0.8895040924410207,0.6769378911892152,0.9859747545582048,1.1084544331352593,0.06623358891627562,7.878358208955256,0.3121655490076542
"frozenset({""Mother's occupation_5""})",frozenset({'International_0'}),0.11819932595089071,0.9737602311025517,0.11651420317766009,0.9857433808553971,1.0123060578673226,0.0014164002235549228,1.8405323612353002,0.013785949736363103
"frozenset({""Mother's occupation_5""})",frozenset({'Educational special needs_0'}),0.11819932595089071,0.9886856042368801,0.11651420317766009,0.9857433808553971,0.9970241061780667,-0.0003477688204882312,0.7936240456702655,-0.003373446294971029
"frozenset({""Father's occupation_5""})",frozenset({'Educational special needs_0'}),0.11699566682715455,0.9886856042368801,0.11531054405392392,0.9855967078189299,0.9968757546335123,-0.0003613874961780894,0.7855423344108888,-0.0035367353142681957
frozenset({'Target_Enrolled'}),frozenset({'Educational special needs_0'}),0.17958594126143476,0.9886856042368801,0.1769378911892152,0.985254691689008,0.996529824513304,-0.0006161436592952707,0.7673217490261294,-0.004226574947764094
"frozenset({""Mother's qualification_1""})",frozenset({'Educational special needs_0'}),0.23904670197400096,0.9886856042368801,0.2354357246027925,0.9848942598187311,0.9961652679052859,-0.00090630837920605,0.7490129995185366,-0.005033315664107012
"frozenset({""Father's qualification_19""})",frozenset({'International_0'}),0.22002888781896968,0.9737602311025517,0.21665864227250842,0.9846827133479211,1.011216808713786,0.0024032616206710877,1.7130820551619692,0.014221536351165987
frozenset({'Application mode_1'}),frozenset({'Educational special needs_0'}),0.38468945594607606,0.9886856042368801,0.3786711603273953,0.9843554443053818,0.9956202862538486,-0.0016657668682076299,0.723216177178626,-0.00709845475747612
"frozenset({""Mother's occupation_4""})",frozenset({'Educational special needs_0'}),0.182956186807896,0.9886856042368801,0.18006740491092924,0.9842105263157895,0.9954737098407085,-0.0008187431921109212,0.7165783983309284,-0.005534228545462895
"frozenset({""Mother's occupation_4""})",frozenset({'International_0'}),0.182956186807896,0.9737602311025517,0.18006740491092924,0.9842105263157895,1.0107318977294908,0.0019119461632308155,1.6618520301717308,0.012995566255644827
